butcher	noun/verb	intermediate	
butter	noun	elementary	
butterfly	noun	elementary	
button	noun/verb	elementary	
buy	verb	elementary	
buzz	verb/noun	intermediate	
by	prep./adv.	elementary	
bypass	verb/noun	high-intermediate	
byte	noun	high-intermediate	
cabbage	noun	elementary	
cabin	noun	intermediate	
cabinet	noun	elementary	
cable	noun	elementary	
cactus	noun	high-intermediate	
cafe	noun	intermediate	= café
cafeteria	noun	elementary	
caffeine	noun	high-intermediate	
cage	noun	elementary	
cake	noun	elementary	
calcium	noun	high-intermediate	
calculate	verb	intermediate	
calculated	adj.	high-intermediate	
calculating	adj.	intermediate	
calculator	noun	intermediate	
calendar	noun	elementary	
calf	noun	high-intermediate	
call	verb/noun	elementary	
calligraphy	noun	high-intermediate	
calm	adj./verb	elementary	
calorie	noun	high-intermediate	
camel	noun	intermediate	
camera	noun	elementary	
camp	noun/verb	elementary	
campaign	noun/verb	intermediate	
campaigner	noun	high-intermediate	
camping	noun	intermediate	
campus	noun	elementary	
can	aux.	elementary	助動詞
Canada	noun	elementary	
Canadian	adj./noun	elementary	
canal	noun	intermediate	
cancel	verb	elementary	
cancer	noun	elementary	
candidate	noun	intermediate	
candle	noun	elementary	
candy	noun	elementary	= sweet (British English)
cane	noun	intermediate	
cannon	noun/verb	high-intermediate	
canoe	noun/verb	intermediate	
canvas	noun	intermediate	
canyon	noun	intermediate	
cap	noun	elementary	
capability	noun	high-intermediate	
capable	adj.	intermediate	
capacity	noun/adj.	intermediate	
cape	noun	intermediate	
capital	noun	intermediate	資金
capital 	noun/adj.	intermediate	首都，主要的
capitalism	noun	intermediate	
capitalist	adj./noun	intermediate	
capsule	noun	high-intermediate	
captain	noun	elementary	
caption	noun/verb	intermediate	
captive	adj./noun	high-intermediate	
captivity	noun	high-intermediate	
capture	verb/noun	intermediate	
car	noun	elementary	
carbohydrate	noun	high-intermediate	
carbon	noun	intermediate	
card	noun	elementary	
cardboard	noun	high-intermediate	
cardinal	noun/adj.	high-intermediate	
care	noun/verb	elementary	
career	noun	elementary	
carefree	adj.	high-intermediate	
careful	adj.	elementary	
careless	adj.	elementary	
caress	verb/noun	high-intermediate	
caretaker	noun	high-intermediate	
cargo	noun	intermediate	
caring	adj.	high-intermediate	
carnation	noun	high-intermediate	
carnival	noun	high-intermediate	
carol	noun/verb	high-intermediate	
carp	noun	high-intermediate	
carp	verb	high-intermediate	
carpenter	noun	intermediate	
carpet	noun	elementary	
carriage	noun	intermediate	
carrier	noun	high-intermediate	
carrot	noun	elementary	
carry	verb	elementary	
cart	noun/verb	intermediate	
cartel	noun	high-intermediate	
carton	noun	high-intermediate	
cartoon	noun	elementary	
carve	verb	intermediate	 
case	noun	elementary	事例,攜帶或存放物品的容器
cash	noun/verb	elementary	
cashier	verb	high-intermediate	免職
cashier	noun	intermediate	出納
casino	noun	high-intermediate	
cassette	noun	elementary	
cast	noun/verb	intermediate	丟，擲
cast	verb	intermediate	鑄造
caste	noun	high-intermediate	
castle	noun	elementary	
casual	adj.	intermediate	
casualty	noun	intermediate	
cat	noun	elementary	
catalog	noun/verb	intermediate	= catalogue (British English)
catastrophe	noun	high-intermediate	
catch	verb/noun	elementary	
category	noun	high-intermediate	
cater	verb	high-intermediate	
catering	noun	high-intermediate	
caterpillar	noun	intermediate	
cathedral	noun	high-intermediate	
cattle	noun	intermediate	
cause	verb/noun	elementary	
caution	noun/verb	high-intermediate	
cautious	adj.	high-intermediate	
cavalry	noun	high-intermediate	
cave	noun/verb	intermediate	
cavity	noun	high-intermediate	
CD	noun	elementary	= compact disk
cease	verb/noun	intermediate	
ceasefire	noun	high-intermediate	= cease-fire
ceiling	noun	elementary	
celebrate	verb	elementary	
celebrated	adj.	high-intermediate	
celebration	noun	intermediate	
celebrity	noun	high-intermediate	
celery	noun	high-intermediate	
cell	noun	elementary	
cellar	noun	high-intermediate	
cello	noun	high-intermediate	
cell-phone	noun	high-intermediate	= cellphone/cellular phone/mobile phone/mobile/cell
Celsius	noun	high-intermediate	= Centigrade/centigrade
cement	noun/verb	intermediate	
cemetery	noun	high-intermediate	
census	noun	high-intermediate	
cent	noun	elementary	
center	noun/verb	elementary	= centre (British English)
centered	adj.	high-intermediate	= centred (British English)
centimeter	noun	elementary	= centimetre (British English)；=cm.
central	adj.	elementary	
century	noun	elementary	
ceramic	adj.	high-intermediate	
cereal	noun	elementary	
ceremony	noun	intermediate	
certain	adj.	elementary	
certainly	adv.	elementary	
certainty	noun	high-intermediate	
certificate	noun	intermediate	
certify	verb	high-intermediate	
chain	noun/verb	intermediate	
chair	noun	elementary	
chairman	noun	elementary	
chairperson	noun	high-intermediate	= chair/chairman/chairwoman
chalk	noun	elementary	
challenge	noun/verb	intermediate	
challenged	adj.	high-intermediate	
challenger	noun	high-intermediate	
challenging	adj.	high-intermediate	
chamber	noun	intermediate	
champagne	noun	high-intermediate	
champion	noun/verb	intermediate	
championship	noun	intermediate	
chance	noun	elementary	
change	noun/verb	elementary	改變,零錢
changeable	adj.	intermediate	
channel	noun	elementary	
chant	noun/verb	high-intermediate	
chaos	noun	high-intermediate	
chapel	noun	high-intermediate	
chapped	adj.	high-intermediate	
chapter	noun	elementary	
character	noun	elementary	
characteristic	noun/adj.	intermediate	
characterize	verb	high-intermediate	= characterise (British English)
charcoal	noun	high-intermediate	
charge	noun/verb	elementary	
chariot	noun	high-intermediate	
charitable	adj.	high-intermediate	
charity	noun	intermediate	
charm	noun/verb	intermediate	
charming	adj.	intermediate	
chart	noun	elementary	
charter	noun/verb	high-intermediate	
chartered	adj.	high-intermediate	
chase	verb	elementary	
chat	verb/noun	intermediate	
chatter	verb/noun	high-intermediate	
cheap	adj.	elementary	
cheat	verb/noun	elementary	
check	noun	intermediate	= cheque (British English)
check	noun/verb	elementary	
checkbook	noun	high-intermediate	
checked	adj.	high-intermediate	
check-in	noun	high-intermediate	
checkout	noun	intermediate	
check-up	noun	high-intermediate	
cheek	noun	intermediate	
cheer	verb/noun	elementary	
cheerful	adj.	intermediate	
cheese	noun	elementary	
chef	noun	high-intermediate	
chemical	noun/adj.	elementary	
chemist	noun	intermediate	
chemistry	noun	intermediate	
cherish	verb	intermediate	
cherry	noun	intermediate	
chess	noun	elementary	
chest	noun	intermediate	
chestnut	noun/adj.	high-intermediate	
chew	verb/noun	intermediate	
chick	noun	intermediate	
chicken	noun	elementary	
chief	adj./noun	elementary	
child	noun	elementary	
childbirth	noun	intermediate	
childhood	noun	elementary	
childish	adj.	elementary	
childlike	adj.	elementary	
chill	noun/adj.	intermediate	
chilli	noun	high-intermediate	= chili
chilly	adj.	intermediate	
chimney	noun	intermediate	
chimpanzee	noun	high-intermediate	
chin	noun	elementary	
china	noun	intermediate	
China	noun	elementary	
Chinese	adj./noun	elementary	
chip	noun/verb	intermediate	
chirp	verb/noun	high-intermediate	
chisel	verb/noun	high-intermediate	
chocolate	noun	elementary	
choice	noun	elementary	
choir	noun	high-intermediate	
choke	verb/noun	intermediate	
cholesterol	noun	high-intermediate	
choose	verb	elementary	
chop	verb/noun	intermediate	
chopstick	noun	elementary	
chord	noun	high-intermediate	
chore	noun	intermediate	
chorus	noun	intermediate	
Christian	adj./noun	intermediate	
Christmas	noun	elementary	= Xmas
chronic	adj.	high-intermediate	
chubby	adj.	elementary	
chuck	noun	high-intermediate	
chuck	verb	high-intermediate	
chuckle	verb/noun	high-intermediate	
chunk	noun	high-intermediate	
church	noun	elementary	
cigar	noun	intermediate	
cigarette	noun	intermediate	
cinema	noun	intermediate	
circle	noun	elementary	
circuit	noun	high-intermediate	
circular	adj.	intermediate	
circulate	verb	intermediate	
circulation	noun	intermediate	
circumference	noun	high-intermediate	
circumstance	noun	intermediate	
circus	noun	intermediate	
cite	verb	high-intermediate	
citizen	noun	elementary	
city	noun	elementary	
civic	adj.	high-intermediate	
civil	adj.	intermediate	
civilian	adj./noun	intermediate	
civilization	noun	intermediate	
civilize	verb	intermediate	
claim	verb/noun	elementary	
clam	noun	high-intermediate	
clamp	noun/verb	high-intermediate	
clan	noun	high-intermediate	
clap	verb/noun	elementary	
clarify	verb	intermediate	
clarity	noun	high-intermediate	
clash	noun/verb	intermediate	
clasp	verb/noun	high-intermediate	
class	noun	elementary	
classic	adj./noun	elementary	
classical	adj.	elementary	
classification	noun	intermediate	
classify	verb	intermediate	
classmate	noun	elementary	
classroom	noun	intermediate	
clause	noun	high-intermediate	
claw	noun/verb	intermediate	
clay	noun	intermediate	
clean	adj./verb	elementary	
cleaner	noun	intermediate	
cleanse	verb	high-intermediate	
clean-up	noun	high-intermediate	= cleanup
clear	adj./verb	elementary	
clearance	noun	high-intermediate	
clearing	noun	high-intermediate	
clench	verb/noun	high-intermediate	
clerk	noun	elementary	
clever	adj.	elementary	
click	verb/noun	intermediate	
client	noun	intermediate	
cliff	noun	intermediate	
climate	noun	elementary	
climax	noun	intermediate	
climb	verb	elementary	
climber	noun	intermediate	
climbing	noun	intermediate	
clinch	noun	high-intermediate	
clinch	verb	high-intermediate	
cling	verb	high-intermediate	
clinic	noun	intermediate	
clinical	adj.	high-intermediate	
clip	noun/verb	intermediate	
clock	noun	elementary	
clockwise	adv./adj.	high-intermediate	
clone	noun/verb	high-intermediate	
close	verb/noun	elementary	關閉,結束
close	adj./adv.	elementary	近的,密切的
closed	adj.	high-intermediate	
closet	noun	elementary	
closure	noun	high-intermediate	
cloth	noun	intermediate	
clothe	verb	intermediate	
clothed	adj.	intermediate	
clothes	noun	elementary	
clothing	noun	intermediate	
cloud	noun/verb	intermediate	
cloudy	adj.	elementary	
clover	noun	high-intermediate	
clown	noun/verb	intermediate	
club	noun	elementary	
clue	noun	intermediate	
clumsy	adj.	intermediate	
cluster	noun/verb	high-intermediate	
clutch	verb/noun	high-intermediate	
coach	noun	elementary	
coal	noun	intermediate	
coalition	noun	high-intermediate	
coarse	adj.	intermediate	
coast	noun	elementary	
coastal	adj.	high-intermediate	
coastline	noun	high-intermediate	
coat	noun	elementary	
cocaine	noun	high-intermediate	
cock	noun	intermediate	
cockpit	noun	high-intermediate	
cockroach	noun	elementary	= roach
cocktail	noun	intermediate	
cocoa	noun	high-intermediate	
coconut	noun	intermediate	
cocoon	noun/verb	high-intermediate	
code	noun/verb	intermediate	
coffee	noun	elementary	
coffin	noun	high-intermediate	
coherent	adj.	high-intermediate	
coil	noun/verb	high-intermediate	
coin	noun	elementary	
coincide	verb	high-intermediate	
coincidence	noun	intermediate	
coke	noun	elementary	
cola	noun	high-intermediate	= Coke
cold	adj./noun	elementary	
collaboration	noun	high-intermediate	
collapse	verb/noun	intermediate	
collar	noun	intermediate	
colleague	noun	intermediate	
collect	verb	elementary	
collected	adj.	high-intermediate	
collection	noun	elementary	
collective	adj./noun	high-intermediate	
collector	noun	high-intermediate	
college	noun	elementary	
collide	verb	high-intermediate	
collision	noun	high-intermediate	
colloquial	adj.	high-intermediate	
colonel	noun	high-intermediate	
colonial	adj./noun	high-intermediate	
colony	noun	intermediate	
color	noun/verb	elementary	= colour (British English)
colored	adj.	intermediate	
colorful	adj.	elementary	= colourful (British English)
column	noun	intermediate	
columnist	noun	high-intermediate	
comb	noun/verb	elementary	
combat	noun/verb	high-intermediate	
combination	noun	intermediate	
combine	verb	intermediate	
combined	adj.	intermediate	
come	verb	elementary	
comeback	noun	high-intermediate	
comedian	noun	intermediate	
come-down	noun	high-intermediate	= comedown
comedy	noun	intermediate	
comet	noun	high-intermediate	
comfort	noun/verb	intermediate	
comfortable	adj.	elementary	
comfortably	adv.	intermediate	
comic	adj./noun	elementary	
coming	adj.	intermediate	
comma	noun	high-intermediate	
command	verb	elementary	
commander	noun	intermediate	
commemorate	verb	high-intermediate	
commence	verb	high-intermediate	
commend	verb	high-intermediate	
comment	noun/verb	elementary	
commentary	noun	high-intermediate	
commentator	noun	high-intermediate	
commerce	noun	intermediate	
commercial	adj./noun	intermediate	
commission	noun/verb	intermediate	
commissioner	noun	high-intermediate	
commit	verb	intermediate	
commitment	noun	intermediate	
committee	noun	intermediate	
commodity	noun	high-intermediate	
common	adj.	elementary	
commonplace	adj./noun	high-intermediate	
commonwealth	noun	high-intermediate	
communal	adj.	high-intermediate	
communicate	verb	intermediate	
communication	noun	intermediate	
communicative	adj.	high-intermediate	
communism	noun	high-intermediate	
communist	adj./noun	intermediate	
community	noun	intermediate	
commute	verb/noun	high-intermediate	
commuter	noun	high-intermediate	
compact	noun	high-intermediate	
compact	adj./verb	high-intermediate	
companion	noun	intermediate	
companionship	noun	high-intermediate	
company	noun	elementary	
comparable	adj.	high-intermediate	
comparative	adj.	intermediate	
compare	verb	elementary	
compared	adj.	intermediate	
comparison	noun	intermediate	
compartment	noun	high-intermediate	
compass	noun	high-intermediate	
compassion	noun	high-intermediate	
compassionate	adj.	high-intermediate	
compatible	adj.	high-intermediate	
compel	verb	high-intermediate	
compelling	adj.	high-intermediate	
compensate	verb	high-intermediate	
compensation	noun	high-intermediate	
compete	verb	intermediate	
competence	noun	high-intermediate	
competent	adj.	high-intermediate	
competing	adj.	high-intermediate	
competition	noun	intermediate	
competitive	adj.	intermediate	
competitor	noun	intermediate	
compile	verb	high-intermediate	
complain	verb	elementary	
complaint	noun	intermediate	
complement	verb/noun	high-intermediate	
complete	verb/adj.	elementary	
complex	adj./noun	intermediate	
complexion	noun	high-intermediate	
complexity	noun	high-intermediate	
